Equilibrium Type,Allow Abandon and Defaults,CARA Alpha,Costs Multiplier,Court Signal Sigma,Damages Signal Shaping,Detailed Signal Reporting,Fee Regime,Fee Shifting Multiplier,Fee Shifting Rule,Fee Shifting Trigger,Fees After Nonanswer,Filing and Answering,Information Level,Integration Method,Issue,Liability Signal Shaping,Noise to Produce Case Strength,Number of Court Signals,Number of Offers,Number of Signals,Party Signal Sigma,Probability Truly Liable,Proportion of Costs at Beginning,Quadrature Order,Quality Distribution,Quality-Truth Link,Relative Costs,Risk Aversion,Signal Structure,Specification,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,Defendant Excess Net Monetary Burden,Plaintiff Net Recovery Shortfall,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,Mutual Give-Up Probability Before 50/50 Allocation,P Loses,P Wins,Appropriation,Reaches Bargaining,Settlement Unconditional,Settlement Conditional on Reaching Bargaining,Real Litigation Costs,Liability Transfer to Plaintiff,Fee-Shifting Transfer to Plaintiff,Total Net Transfer to Plaintiff,Meritorious-Plaintiff Net Recovery Shortfall,Nonliable-Defendant Net Burden,Liable-Defendant Excess Net Burden Above Damages,Net Outcome Fidelity Loss
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Center-weighted continuous merits plus moderate risk aversion,All,,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,1.7050000000000001E-13,2721,1,1,0.45644099999999999,0.59750499999999995,0.057088,0.50159500000000001,10.455500000000001,9.3859700000000004,19.8414,0.15856300000000001,1000.1,999.45399999999995,0,0.15856300000000001,0,0,0,0,0.15856300000000001,0.27974399999999999,0.23646,0.51956899999999995,0,0,0.90681800000000001,0.0033671,0.0327268,0,0.028453099999999999,0.0286352,0,1,0.906818,0.906818,0.15856300000000001,0.532516521442,0.0022292925,0.534745813942,0.472924,0.542399,0.0170835,0.516204
Only Eq,true,2,1,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Center-weighted continuous merits plus moderate risk aversion,All,,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits,-5.6840000000000001E-14,2325,0.86168999999999996,0.86168999999999996,0.398146,0.46163399999999999,0.027514,0.56086100000000005,10.210800000000001,9.5223899999999997,19.7332,0.26676100000000003,1000.04,999.55700000000002,0,0.26676100000000003,0,0,0,0,0.26676100000000003,0.191714,0.35225899999999999,0.43961800000000001,0.13830999999999999,0,0.76815699999999998,0.0660185,0,0,0.0120827,0.015431800000000001,0,0.86169,0.768157,0.891454003179798,0.26676100000000003,0.353127444026,-0.008898045,0.344229399026,0.704524,0.372331,0.0110948,0.543973
Only Eq,true,2,2,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Center-weighted continuous merits plus moderate risk aversion,All,,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits,-1.7050000000000001E-13,22838,0.35253200000000001,0.35253200000000001,0.53947199999999995,0.73046500000000003,0.0047840000000000001,0.68977999999999995,10.105499999999999,9.6801100000000009,19.785599999999999,0.21439,1000.01,999.50199999999995,0,0.21439,0,0,0,0,0.21439,0.12681500000000001,0.41722599999999999,0.650447,0.64746800000000004,0,0.31626199999999999,0.02396011,0.00752532,0.0093086200000000001,0.0014842200000000001,0.0033002000000000001,0,0.352532,0.316262,0.897115722827999,0.21439,0.216537189114,-0.003840849,0.212696340114,0.834459,0.18412,0.0695086,0.544041
Only Eq,true,2,4,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Center-weighted continuous merits plus moderate risk aversion,All,,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-4__Fee-British__ExitFees-AllUnilateralExits,-1.7050000000000001E-13,836,0.40466800000000003,0.40466800000000003,0.69170799999999999,0.92215999999999998,0.00013200000000000001,0.5,10.079800000000001,9.4343900000000005,19.514199999999999,0.485761,1000.02,998.78200000000004,0,0.485761,0,0,0,0,0.485761,0.29950500000000002,0.443635,0.80998000000000003,0.59533199999999997,0,0.39873599999999998,0.00435831,0.00144171,0,6.6224100000000002E-05,6.6223999999999995E-05,0,0.404668,0.398736,0.985341069716409,0.485761,0.32447611928,-0.00174996012,0.32272615916,0.887277,0.375747,0.223261,0.74314
Only Eq,true,0,0.25,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Center-weighted continuous merits,All,,Specification-CenterWeightedContinuousMerits__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,0,342,1,1,0.89934800000000004,0.10065200000000001,0.88758700000000001,0.49999399999999999,10.4292,9.4292200000000008,19.8584,0.141569,10.4292,9.4292200000000008,0,0.141569,0,0,0,0,0.141569,0.24904100000000001,0.20735000000000001,0.499998,0,0,0.112413,0,0,0,0.44379800000000003,0.44378800000000002,0,1,0.112413,0.112413,0.141569,0.499994275174,-0.00000075,0.499993525174,0.414703,0.414693,0.0833866,0.456391
Only Eq,true,0,0.5,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Center-weighted continuous merits,All,,Specification-CenterWeightedContinuousMerits__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,2.6650000000000001E-15,297,0.86168999999999996,0.86168999999999996,0.94999999999999996,0.25847599999999998,0.725387,0.49999500000000002,10.373100000000001,9.3887900000000002,19.761900000000001,0.238062,10.373100000000001,9.3887900000000002,0,0.238062,0,0,0,0,0.238062,0.28746699999999997,0.23107900000000001,0.94999999999999996,0.13830999999999999,0,0.13630300000000001,0,0,0,0.36269800000000002,0.36269000000000001,0,0.86169,0.136303,0.158181016374798,0.238062,0.49217785,-0.0000012,0.49217665,0.462161,0.436511,0.13842,0.518546
Only Eq,true,0,1,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Center-weighted continuous merits,All,,Specification-CenterWeightedContinuousMerits__Cost-1__Fee-British__ExitFees-AllUnilateralExits,-3.5529999999999999E-15,314,0.75590999999999997,0.75590999999999997,0.94999999999999996,0.48228399999999999,0.41597499999999998,0.450104,10.321899999999999,9.3264999999999993,19.648399999999999,0.35156500000000002,10.321899999999999,9.3264999999999993,0,0.35156500000000002,0,0,0,0,0.35156500000000002,0.33202500000000001,0.25811000000000001,0.94999999999999996,0.24409,0,0.33993499999999999,0,0,0,0.228743,0.18723200000000001,0,0.75591,0.339935,0.449703006971729,0.35156500000000002,0.51017025,-0.0124533,0.49771695,0.516224,0.489394,0.174652,0.590135
Only Eq,true,0,2,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Center-weighted continuous merits,All,,Specification-CenterWeightedContinuousMerits__Cost-2__Fee-British__ExitFees-AllUnilateralExits,0,278,0.63253999999999999,0.63253999999999999,0.94999999999999996,0.62832600000000005,0.22608,0.44402799999999998,10.213800000000001,9.2710799999999995,19.4848,0.51517199999999996,10.213800000000001,9.2710799999999995,0,0.51517199999999996,0,0,0,0,0.51517199999999996,0.39763399999999999,0.32405800000000001,0.94999999999999996,0.36746000000000001,0,0.40645999999999999,0,0,0,0.125694,0.100386,0,0.63254,0.40646,0.642583868213868,0.51517199999999996,0.486523,-0.0151848,0.4713382,0.648122,0.523922,0.271344,0.721692
Only Eq,true,0,4,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(2-2) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Center-weighted continuous merits,All,,Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits,0,493,0.41834399999999999,0.41834399999999999,0.94999999999999996,0.84325499999999998,0.038122999999999997,0.47372500000000001,10.0852,9.36707,19.452200000000001,0.54776100000000005,10.0852,9.36707,0,0.54776100000000005,0,0,0,0,0.54776100000000005,0.37073899999999999,0.427151,0.94999999999999996,0.58165599999999995,0,0.368726,0.0114943,0,0,0.020063399999999999,0.01806,0,0.418344,0.368726,0.881394259269883,0.54776100000000005,0.3683497,-0.00930066,0.35904904,0.85431,0.415793,0.325685,0.79789
Only Eq,true,2,0.25,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Moderately Risk Averse,Binary truth,Direct binary-state signals plus moderate risk aversion,All,,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,2.2739999999999997E-13,1233,1,1,0.5,0.499998,0.12701599999999999,0.5,10.457700000000001,9.4577399999999994,19.915500000000002,0.084526199999999996,1000.09,999.47500000000002,0,0.084526199999999996,0,0,0,0,0.084526199999999996,0.127834,0.119272,0.49999900000000003,0,0,0.87298399999999998,0,0,0,0.063508099999999998,0.063508200000000001,0,1,0.872984,0.872984,0.084526199999999996,0.499999327016,0.0000000075,0.499999334516,0.238546,0.238546,0.0171218,0.247106
Only Eq,true,2,0.5,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Moderately Risk Averse,Binary truth,Direct binary-state signals plus moderate risk aversion,All,,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,5.6840000000000001E-14,456,1,1,0.44145899999999999,0.55853799999999998,0.061839999999999999,0.500004,10.420400000000001,9.4203600000000005,19.840699999999998,0.159276,1000.09,999.44399999999996,0,0.159276,0,0,0,0,0.159276,0.165247,0.15690899999999999,0.49999900000000003,0,0,0.93815999999999999,0,0,0,0.030919599999999998,0.030920099999999999,0,1,0.93816,0.93816,0.159276,0.49999916184,0.000000075,0.49999923684,0.31382,0.31382,0.0166722,0.322156
Only Eq,true,2,1,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Moderately Risk Averse,Binary truth,Direct binary-state signals plus moderate risk aversion,All,,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits,3.4110000000000003E-13,3439,1,1,0.44145899999999999,0.55853799999999998,0.025262,0.50001200000000001,10.3462,9.3462099999999992,19.692399999999999,0.30757899999999999,1000.0700000000001,999.31100000000004,0,0.30757899999999999,0,0,0,0,0.30757899999999999,0.20665900000000001,0.19564899999999999,0.49999900000000003,0,0,0.93815999999999999,0.018288915,0.018288415,0.0057074300000000003,0.0126309,0.0126315,0,1,0.93816,0.93816,0.30757899999999999,0.49999897684,0.000000105,0.49999908184,0.3913,0.391299,0.0220179,0.402308
Only Eq,true,2,2,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Moderately Risk Averse,Binary truth,Direct binary-state signals plus moderate risk aversion,All,,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits,3.4110000000000003E-13,19323,0.5,0.5,0.79946600000000001,0.82106800000000002,0.006032,0.70748900000000003,10.2232,9.4731400000000008,19.696400000000001,0.30361900000000003,1000.03,999.11699999999996,0,0.30361900000000003,0,0,0,0,0.30361900000000003,0.12879599999999999,0.26619799999999999,0.84251799999999999,0.5,0,0.45291999999999999,0.0410476,0,0,0.0017644200000000001,0.0042674999999999996,0,0.5,0.45292,0.90584,0.30361900000000003,0.38586075256,-0.010812432,0.37504832056,0.532398,0.0701985,0.187395,0.394994
Only Eq,true,2,4,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Moderately Risk Averse,Binary truth,Direct binary-state signals plus moderate risk aversion,All,,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-4__Fee-British__ExitFees-AllUnilateralExits,5.6840000000000001E-14,1777,0.24937999999999999,0.24937999999999999,0.76030600000000004,0.78608900000000004,0.00012899999999999999,0.5,10.0465,9.6541300000000003,19.700600000000001,0.29941099999999998,1000.01,999.19500000000005,0,0.29941099999999998,0,0,0,0,0.29941099999999998,0.10936800000000001,0.45232499999999998,0.77189799999999997,0.75061999999999995,0,0.23569399999999999,0.00341752,0.0101397,0,6.4448299999999998E-05,6.4448000000000004E-05,0,0.24938,0.235694,0.945119897345417,0.29941099999999998,0.192135875212,0.00403330764,0.196169182852,0.904654,0.0258372,0.1929,0.561693
Only Eq,true,0,0.25,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Risk Neutral,Binary truth,Direct binary-state signals,All,,Specification-DirectBinaryStateSignals__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,-2.6650000000000001E-15,316,1,1,0.84567199999999998,0.15431900000000001,0.76949299999999998,0.50000199999999995,10.4336,9.4336500000000001,19.8673,0.132712,10.4336,9.4336500000000001,0,0.132712,0,0,0,0,0.132712,0.109125,0.057261100000000002,0.49997999999999998,0,0,0.23050699999999999,0,0,0,0.384745,0.38474799999999998,0,1,0.230507,0.230507,0.132712,0.49999688986,0.000000225,0.49999711486,0.114523,0.114521,0.103728,0.1663861
Only Eq,true,0,0.5,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Risk Neutral,Binary truth,Direct binary-state signals,All,,Specification-DirectBinaryStateSignals__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,-9.769999999999999E-15,283,1,1,0.65624899999999997,0.343748,0.37248300000000001,0.50000100000000003,10.3971,9.3970599999999997,19.7941,0.205873,10.3971,9.3970599999999997,0,0.205873,0,0,0,0,0.205873,0.13420099999999999,0.076661300000000002,0.499998,0,0,0.62751699999999999,0,0,0,0.18624099999999999,0.18624199999999999,0,1,0.627517,0.627517,0.205873,0.499999244966,0.00000015,0.499999394966,0.153323,0.153324,0.115077,0.2108623
Only Eq,true,0,1,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Risk Neutral,Binary truth,Direct binary-state signals,All,,Specification-DirectBinaryStateSignals__Cost-1__Fee-British__ExitFees-AllUnilateralExits,2.6650000000000001E-15,283,0.77381999999999995,0.77381999999999995,0.72879700000000003,0.58009500000000003,0.16441700000000001,0.43993900000000002,10.341100000000001,9.3774700000000006,19.718499999999999,0.28147100000000003,10.341100000000001,9.3774700000000006,0,0.28147100000000003,0,0,0,0,0.28147100000000003,0.153609,0.122918,0.70058500000000001,0.22617999999999999,0,0.59582400000000002,0.0135792,0,0,0.092083300000000007,0.072333300000000003,0,0.77382,0.595824,0.769977514150578,0.28147100000000003,0.48975865704,-0.00796188,0.48179677704,0.245838,0.15442,0.152798,0.276527
Only Eq,true,0,2,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Risk Neutral,Binary truth,Direct binary-state signals,All,,Specification-DirectBinaryStateSignals__Cost-2__Fee-British__ExitFees-AllUnilateralExits,-1.7760000000000001E-15,348,0.55155699999999996,0.55155699999999996,0.94999999999999996,0.73284800000000005,0.074199000000000001,0.54761899999999997,10.237,9.3875100000000007,19.624500000000001,0.37545400000000001,10.237,9.3875100000000007,0,0.37545400000000001,0,0,0,0,0.37545400000000001,0.17857200000000001,0.214642,0.94999999999999996,0.44844299999999998,0,0.41847800000000002,0.0588799,0,0,0.033566499999999999,0.040633000000000002,0,0.551557,0.418478,0.758721220109617,0.37545400000000001,0.4381871,-0.01342407,0.42476303,0.429285,0.0692717,0.287873,0.393214
Only Eq,true,0,4,0.3060453855,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,N/A,2,10,10,0.3498283040,0.5,0.5,N/A,Binary truth,Signals generated directly by T,1,Risk Neutral,Binary truth,Direct binary-state signals,All,,Specification-DirectBinaryStateSignals__Cost-4__Fee-British__ExitFees-AllUnilateralExits,0,416,0.41637000000000002,0.41637000000000002,0.94999999999999996,0.86203099999999999,0.025262,0.50001200000000001,10.0953,9.3747600000000002,19.469999999999999,0.52995899999999996,10.0953,9.3747600000000002,0,0.52995899999999996,0,0,0,0,0.52995899999999996,0.25422600000000001,0.36927900000000002,0.94999999999999996,0.58362999999999998,0,0.37567200000000001,0.0154352,0,0,0.0126309,0.0126315,0,0.41637,0.375672,0.902255205706463,0.52995899999999996,0.3695199,-0.0092604,0.3602595,0.738561,0.0583359,0.450117,0.623505
Only Eq,true,2,0.25,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,High noise plus moderate risk aversion,All,,Specification-HighNoiseModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,-1.1369999999999999E-13,473,1,1,0.34999999999999998,0.34999999999999998,0,,10.3125,9.6125000000000007,19.925000000000001,0.074999999999999997,1000.09,999.78200000000004,0,0.074999999999999997,0,0,0,0,0.074999999999999997,0.19375200000000001,0.34374700000000002,0.34999999999999998,0,0,1,0,0,0,0,0,0,1,1,1,0.074999999999999997,0.35,0,0.35,0.6875,0.3875,0,0.537499
Only Eq,true,2,0.5,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,High noise plus moderate risk aversion,All,,Specification-HighNoiseModerateRiskAversion__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,0,476,1,1,0.45000000000000001,0.45000000000000001,0,,10.375,9.4749999999999996,19.850000000000001,0.14999999999999999,1000.1,999.65300000000002,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.26250200000000001,0.31249700000000002,0.45000000000000001,0,0,1,0,0,0,0,0,0,1,1,1,0.14999999999999999,0.45,0,0.45,0.625,0.525,0,0.574999
Only Eq,true,2,1,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,High noise plus moderate risk aversion,All,,Specification-HighNoiseModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits,-5.6840000000000001E-14,364,1,1,0.45000000000000001,0.45000000000000001,0,,10.300000000000001,9.4000000000000004,19.699999999999999,0.29999999999999999,1000.08,999.56700000000001,0,0.29999999999999999,0,0,0,0,0.29999999999999999,0.30000300000000002,0.349997,0.45000000000000001,0,0,1,0,0,0,0,0,0,1,1,1,0.29999999999999999,0.45,0,0.45,0.7,0.6,0,0.65
Only Eq,true,2,2,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,High noise plus moderate risk aversion,All,,Specification-HighNoiseModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits,-1.1369999999999999E-13,958,1,1,0.45000000000000001,0.45000000000000001,0,,10.15,9.25,19.399999999999999,0.59999999999999998,1000.05,999.35000000000002,0,0.59999999999999998,0,0,0,0,0.59999999999999998,0.37500299999999998,0.42499599999999998,0.45000000000000001,0,0,1,0,0,0,0,0,0,1,1,1,0.59999999999999998,0.45,0,0.45,0.85,0.75,0,0.799999
Only Eq,true,2,4,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,High noise plus moderate risk aversion,All,,Specification-HighNoiseModerateRiskAversion__Cost-4__Fee-British__ExitFees-AllUnilateralExits,1.7050000000000001E-13,1203,0,0,,,0,,10,10,20,0,1000,1000,0,0,0,0,0,0,0,0,0.499996,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0.499996
Only Eq,true,0,0.25,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,High noise,All,,Specification-HighNoise__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,2.6650000000000001E-15,202,1,1,0.86736599999999997,0.132632,1,0.49999700000000002,10.425000000000001,9.4250000000000007,19.850000000000001,0.14999999999999999,10.425000000000001,9.4250000000000007,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.27248899999999998,0.22711100000000001,,0,0,0,0,0,0,0.50000299999999998,0.49999700000000002,0,1,0,0,0.14999999999999999,0.499997,-0.00000045,0.49999655,0.454226,0.454222,0.0907531,0.4996
Only Eq,true,0,0.5,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,High noise,All,,Specification-HighNoise__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,-1.7760000000000001E-15,178,1,1,0.86736599999999997,0.132632,1,0.49999700000000002,10.35,9.3499999999999996,19.699999999999999,0.29999999999999999,10.35,9.3499999999999996,0,0.29999999999999999,0,0,0,0,0.29999999999999999,0.34748899999999999,0.25673400000000002,,0,0,0,0,0,0,0.50000299999999998,0.49999700000000002,0,1,0,0,0.29999999999999999,0.499997,-0.0000009,0.4999961,0.513473,0.513468,0.181506,0.604223
Only Eq,true,0,1,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,High noise,All,,Specification-HighNoise__Cost-1__Fee-British__ExitFees-AllUnilateralExits,2.6650000000000001E-15,166,1,1,0.87765099999999996,0.122348,1,0.49999700000000002,10.199999999999999,9.1999999999999993,19.399999999999999,0.59999999999999998,10.199999999999999,9.1999999999999993,0,0.59999999999999998,0,0,0,0,0.59999999999999998,0.49748799999999999,0.31598100000000001,,0,0,0,0,0,0,0.50000299999999998,0.49999700000000002,0,1,0,0,0.59999999999999998,0.499997,-0.0000018,0.4999952,0.631967,0.631961,0.363012,0.813469
Only Eq,true,0,2,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,High noise,All,,Specification-HighNoise__Cost-2__Fee-British__ExitFees-AllUnilateralExits,-3.5529999999999999E-15,443,0.72346999999999995,0.72346999999999995,0.94999999999999996,0.46209899999999998,0.418908,0.48508000000000001,10.142300000000001,9.17225,19.314599999999999,0.68542700000000001,10.142300000000001,9.17225,0,0.68542700000000001,0,0,0,0,0.68542700000000001,0.50661699999999998,0.34951599999999999,0.94999999999999996,0.27653,0,0.304562,0,0,0,0.21570400000000001,0.203204,0,0.72347,0.304562,0.420973917370451,0.68542700000000001,0.4925379,-0.0075,0.4850379,0.699038,0.630518,0.382714,0.856133
Only Eq,true,0,4,0.4000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,2x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.4000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,High noise,All,,Specification-HighNoise__Cost-4__Fee-British__ExitFees-AllUnilateralExits,1.7760000000000001E-15,583,0.73106499999999996,0.73106499999999996,0.94999999999999996,0.80490700000000004,0.116143,0.42471300000000001,10.1015,8.8818199999999994,18.9834,1.0166500000000001,10.1015,8.8818199999999994,0,1.0166500000000001,0,0,0,0,1.0166500000000001,0.73250800000000005,0.39956199999999997,0.94999999999999996,0.26893499999999998,0,0.61320699999999995,0.00171489,0,0,0.066815600000000003,0.049327500000000003,0,0.731065,0.613207,0.838785880872426,1.0166500000000001,0.63187415,-0.022014654,0.609859496,0.799131,0.953229,0.511784,1.13207
